date,concentration,day,month,year,day_of_week,timestamp,month_sin,month_cos,years_since_start,season
2021-01-03,0.0,3,1,2021,6,1609632000.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-04,0.0,4,1,2021,0,1609718400.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-05,0.0,5,1,2021,1,1609804800.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-06,0.0,6,1,2021,2,1609891200.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-07,0.0,7,1,2021,3,1609977600.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-08,0.0,8,1,2021,4,1610064000.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-09,0.0,9,1,2021,5,1610150400.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-10,0.0,10,1,2021,6,1610236800.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-11,0.0,11,1,2021,0,1610323200.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-12,0.00957889029459606,12,1,2021,1,1610409600.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-13,0.0046990782577263695,13,1,2021,2,1610496000.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-14,0.0,14,1,2021,3,1610582400.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-15,0.0,15,1,2021,4,1610668800.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-16,0.0046990782577263695,16,1,2021,5,1610755200.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-17,0.0,17,1,2021,6,1610841600.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-18,0.0,18,1,2021,0,1610928000.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-19,0.0,19,1,2021,1,1611014400.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-20,0.0,20,1,2021,2,1611100800.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-21,0.0,21,1,2021,3,1611187200.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-22,0.0,22,1,2021,4,1611273600.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-23,0.0,23,1,2021,5,1611360000.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-24,0.0,24,1,2021,6,1611446400.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-25,0.0,25,1,2021,0,1611532800.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-26,0.0,26,1,2021,1,1611619200.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-27,0.00957889029459606,27,1,2021,2,1611705600.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-28,0.0,28,1,2021,3,1611792000.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-29,0.0,29,1,2021,4,1611878400.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-30,0.0046990782577263695,30,1,2021,5,1611964800.0,0.49999999999999994,0.8660254037844387,3,1
2021-01-31,0.0,31,1,2021,6,1612051200.0,0.49999999999999994,0.8660254037844387,3,1
2021-02-01,0.0,1,2,2021,0,1612137600.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-02,0.0046990782577263695,2,2,2021,1,1612224000.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-03,0.0,3,2,2021,2,1612310400.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-04,0.0,4,2,2021,3,1612396800.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-05,0.0,5,2,2021,4,1612483200.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-06,0.0,6,2,2021,5,1612569600.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-07,0.0,7,2,2021,6,1612656000.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-08,0.0,8,2,2021,0,1612742400.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-09,0.0046990782577263695,9,2,2021,1,1612828800.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-10,0.00957889029459606,10,2,2021,2,1612915200.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-11,0.00957889029459606,11,2,2021,3,1613001600.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-12,0.01427796855232243,12,2,2021,4,1613088000.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-13,0.0,13,2,2021,5,1613174400.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-14,0.0,14,2,2021,6,1613260800.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-15,0.0,15,2,2021,0,1613347200.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-16,0.0,16,2,2021,1,1613433600.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-17,0.0,17,2,2021,2,1613520000.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-18,0.0,18,2,2021,3,1613606400.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-19,0.01427796855232243,19,2,2021,4,1613692800.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-20,0.00957889029459606,20,2,2021,5,1613779200.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-21,0.01427796855232243,21,2,2021,6,1613865600.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-22,0.0189770468100488,22,2,2021,0,1613952000.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-23,0.01427796855232243,23,2,2021,1,1614038400.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-24,0.00957889029459606,24,2,2021,2,1614124800.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-25,0.0189770468100488,25,2,2021,3,1614211200.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-26,0.00957889029459606,26,2,2021,4,1614297600.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-27,0.01427796855232243,27,2,2021,5,1614384000.0,0.8660254037844386,0.5000000000000001,3,1
2021-02-28,0.01427796855232243,28,2,2021,6,1614470400.0,0.8660254037844386,0.5000000000000001,3,1
2021-03-01,0.0189770468100488,1,3,2021,0,1614556800.0,1.0,6.123233995736766e-17,3,2
2021-03-02,0.02855593710464486,2,3,2021,1,1614643200.0,1.0,6.123233995736766e-17,3,2
2021-03-03,0.01427796855232243,3,3,2021,2,1614729600.0,1.0,6.123233995736766e-17,3,2
2021-03-04,0.0189770468100488,4,3,2021,3,1614816000.0,1.0,6.123233995736766e-17,3,2
2021-03-05,0.00957889029459606,5,3,2021,4,1614902400.0,1.0,6.123233995736766e-17,3,2
2021-03-06,0.023856858846918492,6,3,2021,5,1614988800.0,1.0,6.123233995736766e-17,3,2
2021-03-07,0.01427796855232243,7,3,2021,6,1615075200.0,1.0,6.123233995736766e-17,3,2
2021-03-08,0.01427796855232243,8,3,2021,0,1615161600.0,1.0,6.123233995736766e-17,3,2
2021-03-09,0.00957889029459606,9,3,2021,1,1615248000.0,1.0,6.123233995736766e-17,3,2
2021-03-10,0.0189770468100488,10,3,2021,2,1615334400.0,1.0,6.123233995736766e-17,3,2
2021-03-11,0.01427796855232243,11,3,2021,3,1615420800.0,1.0,6.123233995736766e-17,3,2
2021-03-12,0.01427796855232243,12,3,2021,4,1615507200.0,1.0,6.123233995736766e-17,3,2
2021-03-13,0.01427796855232243,13,3,2021,5,1615593600.0,1.0,6.123233995736766e-17,3,2
2021-03-14,0.0189770468100488,14,3,2021,6,1615680000.0,1.0,6.123233995736766e-17,3,2
2021-03-15,0.038134827399240914,15,3,2021,0,1615766400.0,1.0,6.123233995736766e-17,3,2
2021-03-16,0.03325501536237123,16,3,2021,1,1615852800.0,1.0,6.123233995736766e-17,3,2
2021-03-17,0.04283390565696729,17,3,2021,2,1615939200.0,1.0,6.123233995736766e-17,3,2
2021-03-18,0.023856858846918492,18,3,2021,3,1616025600.0,1.0,6.123233995736766e-17,3,2
2021-03-19,0.03325501536237123,19,3,2021,4,1616112000.0,1.0,6.123233995736766e-17,3,2
2021-03-20,0.047532983914693655,20,3,2021,5,1616198400.0,1.0,6.123233995736766e-17,3,2
2021-03-21,0.05241279595156335,21,3,2021,6,1616284800.0,1.0,6.123233995736766e-17,3,2
2021-03-22,0.02855593710464486,22,3,2021,0,1616371200.0,1.0,6.123233995736766e-17,3,2
2021-03-23,0.038134827399240914,23,3,2021,1,1616457600.0,1.0,6.123233995736766e-17,3,2
2021-03-24,0.047532983914693655,24,3,2021,2,1616544000.0,1.0,6.123233995736766e-17,3,2
2021-03-25,0.07626965479848183,25,3,2021,3,1616630400.0,1.0,6.123233995736766e-17,3,2
2021-03-26,0.038134827399240914,26,3,2021,4,1616716800.0,1.0,6.123233995736766e-17,3,2
2021-03-27,0.07626965479848183,27,3,2021,5,1616803200.0,1.0,6.123233995736766e-17,3,2
2021-03-28,0.09994577986625701,28,3,2021,6,1616889600.0,1.0,6.123233995736766e-17,3,2
2021-03-29,0.1048255919031267,29,3,2021,0,1616976000.0,1.0,6.123233995736766e-17,3,2
2021-03-30,0.07138984276161216,30,3,2021,1,1617062400.0,1.0,6.123233995736766e-17,3,2
2021-03-31,0.07138984276161216,31,3,2021,2,1617148800.0,1.0,6.123233995736766e-17,3,2
2021-04-01,0.06199168624615941,1,4,2021,3,1617235200.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-02,0.047532983914693655,2,4,2021,4,1617321600.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-03,0.09524670160853063,3,4,2021,5,1617408000.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-04,0.09524670160853063,4,4,2021,6,1617494400.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-05,0.047532983914693655,5,4,2021,0,1617580800.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-07,0.047532983914693655,7,4,2021,2,1617753600.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-08,0.05241279595156335,8,4,2021,3,1617840000.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-09,0.023856858846918492,9,4,2021,4,1617926400.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-10,0.08096873305620822,10,4,2021,5,1618012800.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-11,0.09994577986625701,11,4,2021,6,1618099200.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-12,0.06669076450388578,12,4,2021,0,1618185600.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-13,0.04283390565696729,13,4,2021,1,1618272000.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-14,0.1048255919031267,14,4,2021,2,1618358400.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-15,0.09524670160853063,15,4,2021,3,1618444800.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-16,0.09054762335080427,16,4,2021,4,1618531200.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-17,0.047532983914693655,17,4,2021,5,1618617600.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-18,0.07626965479848183,18,4,2021,6,1618704000.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-19,0.02855593710464486,19,4,2021,0,1618790400.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-20,0.03325501536237123,20,4,2021,1,1618876800.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-21,0.038134827399240914,21,4,2021,2,1618963200.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-22,0.0189770468100488,22,4,2021,3,1619049600.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-23,0.03325501536237123,23,4,2021,4,1619136000.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-24,0.15705765407554673,24,4,2021,5,1619222400.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-25,0.14277968552322431,25,4,2021,6,1619308800.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-26,0.08566781131393458,26,4,2021,0,1619395200.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-27,0.10952467016085306,27,4,2021,1,1619481600.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-28,0.12380263871317548,28,4,2021,2,1619568000.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-29,0.03325501536237123,29,4,2021,3,1619654400.0,0.8660254037844387,-0.49999999999999983,3,2
2021-04-30,0.047532983914693655,30,4,2021,4,1619740800.0,0.8660254037844387,-0.49999999999999983,3,2
2021-05-01,0.09994577986625701,1,5,2021,5,1619827200.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-02,0.06199168624615941,2,5,2021,6,1619913600.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-03,0.14277968552322431,3,5,2021,0,1620000000.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-04,0.14277968552322431,4,5,2021,1,1620086400.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-05,0.09994577986625701,5,5,2021,2,1620172800.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-06,0.15705765407554673,6,5,2021,3,1620259200.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-07,0.1048255919031267,7,5,2021,4,1620345600.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-08,0.14277968552322431,8,5,2021,5,1620432000.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-09,0.1666365443701428,9,5,2021,6,1620518400.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-10,0.09994577986625701,10,5,2021,0,1620604800.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-11,0.23802638713175492,11,5,2021,1,1620691200.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-12,0.3332730887402856,12,5,2021,2,1620777600.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-13,0.3809868064341225,13,5,2021,3,1620864000.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-14,0.21435026206397975,14,5,2021,4,1620950400.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-15,0.3332730887402856,15,5,2021,5,1621036800.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-16,0.21435026206397975,16,5,2021,6,1621123200.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-17,0.2618832459786734,17,5,2021,0,1621209600.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-18,0.1666365443701428,18,5,2021,1,1621296000.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-19,0.2857401048255919,19,5,2021,2,1621382400.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-20,0.3095969636725104,20,5,2021,3,1621468800.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-21,0.23802638713175492,21,5,2021,4,1621555200.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-22,0.20947045002711007,22,5,2021,5,1621641600.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-23,0.3332730887402856,23,5,2021,6,1621728000.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-24,0.35712994758720407,24,5,2021,0,1621814400.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-25,0.23802638713175492,25,5,2021,1,1621900800.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-26,0.1666365443701428,26,5,2021,2,1621987200.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-27,0.14277968552322431,27,5,2021,3,1622073600.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-28,0.21904934032170612,28,5,2021,4,1622160000.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-29,0.2857401048255919,29,5,2021,5,1622246400.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-30,0.23802638713175492,30,5,2021,6,1622332800.0,0.49999999999999994,-0.8660254037844387,3,2
2021-05-31,0.19519248147478765,31,5,2021,0,1622419200.0,0.49999999999999994,-0.8660254037844387,3,2
2021-06-01,0.23802638713175492,1,6,2021,1,1622505600.0,1.2246467991473532e-16,-1.0,3,3
2021-06-02,0.23802638713175492,2,6,2021,2,1622592000.0,1.2246467991473532e-16,-1.0,3,3
2021-06-03,0.2857401048255919,3,6,2021,3,1622678400.0,1.2246467991473532e-16,-1.0,3,3
2021-06-04,0.23802638713175492,4,6,2021,4,1622764800.0,1.2246467991473532e-16,-1.0,3,3
2021-06-05,0.16193746611241644,5,6,2021,5,1622851200.0,1.2246467991473532e-16,-1.0,3,3
2021-06-06,0.12380263871317548,6,6,2021,6,1622937600.0,1.2246467991473532e-16,-1.0,3,3
2021-06-07,0.12850171697090187,7,6,2021,0,1623024000.0,1.2246467991473532e-16,-1.0,3,3
2021-06-08,0.19049340321706126,8,6,2021,1,1623110400.0,1.2246467991473532e-16,-1.0,3,3
2021-06-09,0.23802638713175492,9,6,2021,2,1623196800.0,1.2246467991473532e-16,-1.0,3,3
2021-06-10,0.2857401048255919,10,6,2021,3,1623283200.0,1.2246467991473532e-16,-1.0,3,3
2021-06-11,0.2286282306163022,11,6,2021,4,1623369600.0,1.2246467991473532e-16,-1.0,3,3
2021-06-12,0.3332730887402856,12,6,2021,5,1623456000.0,1.2246467991473532e-16,-1.0,3,3
2021-06-13,0.15235857581782036,13,6,2021,6,1623542400.0,1.2246467991473532e-16,-1.0,3,3
2021-06-14,0.15235857581782036,14,6,2021,0,1623628800.0,1.2246467991473532e-16,-1.0,3,3
2021-06-15,0.13338152900777156,15,6,2021,1,1623715200.0,1.2246467991473532e-16,-1.0,3,3
2021-06-16,0.2857401048255919,16,6,2021,2,1623801600.0,1.2246467991473532e-16,-1.0,3,3
2021-06-17,0.19049340321706126,17,6,2021,3,1623888000.0,1.2246467991473532e-16,-1.0,3,3
2021-06-18,0.1666365443701428,18,6,2021,4,1623974400.0,1.2246467991473532e-16,-1.0,3,3
2021-06-19,0.14277968552322431,19,6,2021,5,1624060800.0,1.2246467991473532e-16,-1.0,3,3
2021-06-20,0.09524670160853063,20,6,2021,6,1624147200.0,1.2246467991473532e-16,-1.0,3,3
2021-06-21,0.09054762335080427,21,6,2021,0,1624233600.0,1.2246467991473532e-16,-1.0,3,3
2021-06-22,0.03325501536237123,22,6,2021,1,1624320000.0,1.2246467991473532e-16,-1.0,3,3
2021-06-23,0.02855593710464486,23,6,2021,2,1624406400.0,1.2246467991473532e-16,-1.0,3,3
2021-06-24,0.02855593710464486,24,6,2021,3,1624492800.0,1.2246467991473532e-16,-1.0,3,3
2021-06-25,0.038134827399240914,25,6,2021,4,1624579200.0,1.2246467991473532e-16,-1.0,3,3
2021-06-26,0.023856858846918492,26,6,2021,5,1624665600.0,1.2246467991473532e-16,-1.0,3,3
2021-06-27,0.03325501536237123,27,6,2021,6,1624752000.0,1.2246467991473532e-16,-1.0,3,3
2021-06-28,0.05241279595156335,28,6,2021,0,1624838400.0,1.2246467991473532e-16,-1.0,3,3
2021-06-29,0.04283390565696729,29,6,2021,1,1624924800.0,1.2246467991473532e-16,-1.0,3,3
2021-06-30,0.03325501536237123,30,6,2021,2,1625011200.0,1.2246467991473532e-16,-1.0,3,3
2021-07-01,0.047532983914693655,1,7,2021,3,1625097600.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-02,0.05241279595156335,2,7,2021,4,1625184000.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-03,0.09524670160853063,3,7,2021,5,1625270400.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-04,0.09524670160853063,4,7,2021,6,1625356800.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-05,0.09054762335080427,5,7,2021,0,1625443200.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-06,0.06199168624615941,6,7,2021,1,1625529600.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-07,0.08096873305620822,7,7,2021,2,1625616000.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-08,0.05241279595156335,8,7,2021,3,1625702400.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-09,0.06199168624615941,9,7,2021,4,1625788800.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-10,0.09524670160853063,10,7,2021,5,1625875200.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-11,0.05241279595156335,11,7,2021,6,1625961600.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-12,0.08566781131393458,12,7,2021,0,1626048000.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-13,0.06669076450388578,13,7,2021,1,1626134400.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-14,0.09524670160853063,14,7,2021,2,1626220800.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-15,0.047532983914693655,15,7,2021,3,1626307200.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-16,0.047532983914693655,16,7,2021,4,1626393600.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-17,0.07138984276161216,17,7,2021,5,1626480000.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-18,0.04283390565696729,18,7,2021,6,1626566400.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-19,0.04283390565696729,19,7,2021,0,1626652800.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-20,0.01427796855232243,20,7,2021,1,1626739200.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-21,0.0189770468100488,21,7,2021,2,1626825600.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-22,0.0189770468100488,22,7,2021,3,1626912000.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-23,0.0189770468100488,23,7,2021,4,1626998400.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-24,0.05241279595156335,24,7,2021,5,1627084800.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-25,0.03325501536237123,25,7,2021,6,1627171200.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-07-26,0.0189770468100488,26,7,2021,0,1627257600.0,-0.4999999999999998,-0.8660254037844388,3,3
2021-08-03,0.00957889029459606,3,8,2021,1,1627948800.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-04,0.01427796855232243,4,8,2021,2,1628035200.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-05,0.01427796855232243,5,8,2021,3,1628121600.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-06,0.01427796855232243,6,8,2021,4,1628208000.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-07,0.00957889029459606,7,8,2021,5,1628294400.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-08,0.023856858846918492,8,8,2021,6,1628380800.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-09,0.023856858846918492,9,8,2021,0,1628467200.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-10,0.0,10,8,2021,1,1628553600.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-11,0.0,11,8,2021,2,1628640000.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-12,0.0,12,8,2021,3,1628726400.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-13,0.023856858846918492,13,8,2021,4,1628812800.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-14,0.01427796855232243,14,8,2021,5,1628899200.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-15,0.00957889029459606,15,8,2021,6,1628985600.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-16,0.01427796855232243,16,8,2021,0,1629072000.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-17,0.0046990782577263695,17,8,2021,1,1629158400.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-18,0.0046990782577263695,18,8,2021,2,1629244800.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-19,0.0046990782577263695,19,8,2021,3,1629331200.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-20,0.0046990782577263695,20,8,2021,4,1629417600.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-21,0.0046990782577263695,21,8,2021,5,1629504000.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-22,0.0189770468100488,22,8,2021,6,1629590400.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-23,0.01427796855232243,23,8,2021,0,1629676800.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-24,0.00957889029459606,24,8,2021,1,1629763200.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-25,0.01427796855232243,25,8,2021,2,1629849600.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-26,0.00957889029459606,26,8,2021,3,1629936000.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-27,0.01427796855232243,27,8,2021,4,1630022400.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-28,0.0189770468100488,28,8,2021,5,1630108800.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-29,0.01427796855232243,29,8,2021,6,1630195200.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-30,0.01427796855232243,30,8,2021,0,1630281600.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-08-31,0.01427796855232243,31,8,2021,1,1630368000.0,-0.8660254037844384,-0.5000000000000004,3,3
2021-09-01,0.0189770468100488,1,9,2021,2,1630454400.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-02,0.00957889029459606,2,9,2021,3,1630540800.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-03,0.0046990782577263695,3,9,2021,4,1630627200.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-04,0.00957889029459606,4,9,2021,5,1630713600.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-05,0.00957889029459606,5,9,2021,6,1630800000.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-06,0.01427796855232243,6,9,2021,0,1630886400.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-07,0.00957889029459606,7,9,2021,1,1630972800.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-08,0.00957889029459606,8,9,2021,2,1631059200.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-09,0.0046990782577263695,9,9,2021,3,1631145600.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-10,0.0046990782577263695,10,9,2021,4,1631232000.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-11,0.0046990782577263695,11,9,2021,5,1631318400.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-12,0.00957889029459606,12,9,2021,6,1631404800.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-13,0.00957889029459606,13,9,2021,0,1631491200.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-14,0.01427796855232243,14,9,2021,1,1631577600.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-15,0.0046990782577263695,15,9,2021,2,1631664000.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-16,0.0046990782577263695,16,9,2021,3,1631750400.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-17,0.0046990782577263695,17,9,2021,4,1631836800.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-18,0.0046990782577263695,18,9,2021,5,1631923200.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-19,0.00957889029459606,19,9,2021,6,1632009600.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-20,0.00957889029459606,20,9,2021,0,1632096000.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-21,0.0046990782577263695,21,9,2021,1,1632182400.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-22,0.00957889029459606,22,9,2021,2,1632268800.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-23,0.00957889029459606,23,9,2021,3,1632355200.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-24,0.0046990782577263695,24,9,2021,4,1632441600.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-25,0.01427796855232243,25,9,2021,5,1632528000.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-26,0.0046990782577263695,26,9,2021,6,1632614400.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-27,0.0,27,9,2021,0,1632700800.0,-1.0,-1.8369701987210297e-16,3,4
2021-09-28,0.01427796855232243,28,9,2021,1,1632787200.0,-1.0,-1.8369701987210297e-16,3,4
